item_type,item_id,source_card_id,target_card_id,review_priority,status,net_score,review_reasons,blocked_until,recommended_next_action
fixture_scaffold_note,m52_01_fixture_scaffold,,,P0_fixture_policy_review,,,new_format_or_mechanic_fixture_scaffold;link_joker_legion_mate_boundary_review;must_review_before_recipe_validator,fixture_scaffold_reviewed;m52_04_recipe_validator_uses_scaffold;legion_lock_manual_review_policy_confirmed,confirm_fixture_scaffold_before_recipe_draft
manual_review_card,BT14-065TH,BT14-065TH,,P1_semantic_gap_review,,,text_without_ability_type_tag,semantic_mapping_reviewed;fixture_scaffold_considered;human_acceptance,map_or_defer_unmapped_feature_tags_before_recipe
manual_review_card,BT15-012TH,BT15-012TH,,P1_semantic_gap_review,,,unmapped_feature_tags,semantic_mapping_reviewed;fixture_scaffold_considered;human_acceptance,map_or_defer_unmapped_feature_tags_before_recipe
manual_review_card,BT15-051TH,BT15-051TH,,P1_semantic_gap_review,,,unmapped_feature_tags,semantic_mapping_reviewed;fixture_scaffold_considered;human_acceptance,map_or_defer_unmapped_feature_tags_before_recipe
manual_review_card,BT15-053TH,BT15-053TH,,P1_semantic_gap_review,,,unmapped_feature_tags,semantic_mapping_reviewed;fixture_scaffold_considered;human_acceptance,map_or_defer_unmapped_feature_tags_before_recipe
candidate_edge,BT14-003TH->BT12-053TH,BT14-003TH,BT12-053TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-003TH->TD08-011TH,BT14-003TH,TD08-011TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-003TH->TD16-006TH,BT14-003TH,TD16-006TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-003TH->TD16-010TH,BT14-003TH,TD16-010TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-S03TH->BT12-053TH,BT14-S03TH,BT12-053TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-S03TH->TD08-011TH,BT14-S03TH,TD08-011TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-S03TH->TD16-006TH,BT14-S03TH,TD16-006TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-S03TH->TD16-010TH,BT14-S03TH,TD16-010TH,P2_candidate_edge_review,synergy,12,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT14-003TH,BT10-054TH,BT14-003TH,P2_candidate_edge_review,synergy,11,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT14-S03TH,BT10-054TH,BT14-S03TH,P2_candidate_edge_review,synergy,11,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT14-003TH,BT14-062TH,BT14-003TH,P2_candidate_edge_review,synergy,11,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT14-S03TH,BT14-062TH,BT14-S03TH,P2_candidate_edge_review,synergy,11,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT10-057TH,BT14-012TH,BT10-057TH,P2_candidate_edge_review,synergy,10,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT12-012TH,BT14-012TH,BT12-012TH,P2_candidate_edge_review,synergy,10,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->TD08-012TH,BT14-012TH,TD08-012TH,P2_candidate_edge_review,synergy,10,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->TD16-012TH,BT14-012TH,TD16-012TH,P2_candidate_edge_review,synergy,10,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-026TH->BT17-049TH,BT10-026TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT10-055TH,BT10-054TH,BT10-055TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT12-053TH,BT10-054TH,BT12-053TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT14-025TH,BT10-054TH,BT14-025TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT14-056TH,BT10-054TH,BT14-056TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT17-048TH,BT10-054TH,BT17-048TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->BT17-049TH,BT10-054TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->TD08-011TH,BT10-054TH,TD08-011TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->TD16-002TH,BT10-054TH,TD16-002TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-054TH->TD16-010TH,BT10-054TH,TD16-010TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-058TH->BT17-049TH,BT10-058TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT12-056TH->BT17-049TH,BT12-056TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-003TH->BT10-025TH,BT14-003TH,BT10-025TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-060TH->BT17-049TH,BT14-060TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT10-055TH,BT14-062TH,BT10-055TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT12-053TH,BT14-062TH,BT12-053TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT14-025TH,BT14-062TH,BT14-025TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT14-056TH,BT14-062TH,BT14-056TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->BT17-048TH,BT14-062TH,BT17-048TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->TD08-011TH,BT14-062TH,TD08-011TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->TD16-002TH,BT14-062TH,TD16-002TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-062TH->TD16-010TH,BT14-062TH,TD16-010TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-063TH->BT17-049TH,BT14-063TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-S03TH->BT10-025TH,BT14-S03TH,BT10-025TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT15-013TH->BT17-049TH,BT15-013TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT15-028TH->BT17-049TH,BT15-028TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT15-054TH->BT17-049TH,BT15-054TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT15-056TH->BT17-049TH,BT15-056TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT15-S09TH->BT17-049TH,BT15-S09TH,BT17-049TH,P2_candidate_edge_review,synergy,9,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-057TH->BT14-025TH,BT10-057TH,BT14-025TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT10-057TH->BT14-056TH,BT10-057TH,BT14-056TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT12-024TH->BT14-025TH,BT12-024TH,BT14-025TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT12-024TH->BT14-056TH,BT12-024TH,BT14-056TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT12-056TH->BT14-025TH,BT12-056TH,BT14-025TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT12-056TH->BT14-056TH,BT12-056TH,BT14-056TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT10-025TH,BT14-012TH,BT10-025TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT10-053TH,BT14-012TH,BT10-053TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT12-051TH,BT14-012TH,BT12-051TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT12-052TH,BT14-012TH,BT12-052TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT12-054TH,BT14-012TH,BT12-054TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT12-055TH,BT14-012TH,BT12-055TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT14-054TH,BT14-012TH,BT14-054TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT14-058TH,BT14-012TH,BT14-058TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT14-059TH,BT14-012TH,BT14-059TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT15-025TH,BT14-012TH,BT15-025TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT15-026TH,BT14-012TH,BT15-026TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT17-023TH,BT14-012TH,BT17-023TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT17-051TH,BT14-012TH,BT17-051TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->BT17-052TH,BT14-012TH,BT17-052TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->TD08-002TH,BT14-012TH,TD08-002TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->TD08-005TH,BT14-012TH,TD08-005TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
candidate_edge,BT14-012TH->TD08-008TH,BT14-012TH,TD08-008TH,P2_candidate_edge_review,synergy,8,fifth_slice_candidate_compatibility_edge;requires_human_recipe_selection_before_m52_03,human_recipe_selection;m52_04_recipe_validator;combo_line_to_recipe_consistency_check,consider_for_m52_03_advisory_recipe_draft
